id	source_word	source_language	target_word	target_language	relation_type
er1292	pitár	san	fæder	ang	cognate
er1293	bhrātar	san	frater	lat	cognate
er1294	bhrātar	san	phrater	grc	cognate
er1295	bhrātar	san	broþor	ang	cognate
er1296	svasṛ	san	soror	lat	cognate
er1297	svasṛ	san	sweostor	ang	cognate
er1298	nāman	san	nomen	lat	cognate
er1299	nāman	san	onoma	grc	cognate
er1300	nāman	san	nama	ang	cognate
er1301	vidyā	san	videre	lat	cognate
er1302	vidyā	san	witan	ang	cognate
er1303	rājan	san	rex	lat	cognate
er1304	rājan	san	cyning	ang	cognate
er1305	paśu	san	pecus	lat	cognate
er1306	paśu	san	fisc	ang	cognate
er1307	agní	san	ignis	lat	cognate
er1308	agní	san	ogon	rus	cognate
er1309	dánt	san	dens	lat	cognate
er1310	dánt	san	odous	grc	cognate
er1311	dánt	san	toþ	ang	cognate
er1312	nava	san	novus	lat	cognate
er1313	nava	san	neos	grc	cognate
er1314	nava	san	niwe	ang	cognate
er1315	tráyas	san	tres	lat	cognate
er1316	tráyas	san	treis	grc	cognate
er1317	tráyas	san	þri	ang	cognate
er1318	śatám	san	centum	lat	cognate
er1319	śatám	san	hekaton	grc	cognate
er1320	śatám	san	hund	ang	cognate
er1321	dáśa	san	decem	lat	cognate
er1322	dáśa	san	deka	grc	cognate
er1323	dáśa	san	tien	ang	cognate
er1324	dvā	san	duo	lat	cognate
er1325	dvā	san	dyo	grc	cognate
er1326	dvā	san	twa	ang	cognate
er1327	saptá	san	septem	lat	cognate
er1328	saptá	san	hepta	grc	cognate
er1329	saptá	san	seofon	ang	cognate
er1330	aṣṭá	san	octo	lat	cognate
er1331	aṣṭá	san	okto	grc	cognate
er1332	aṣṭá	san	eahta	ang	cognate
er1333	náva	san	novem	lat	cognate
er1334	náva	san	ennea	grc	cognate
er1335	náva	san	nigon	ang	cognate
er1336	jugám	san	jugum	lat	cognate
er1337	jugám	san	zygon	grc	cognate
er1338	jugám	san	geoc	ang	cognate
er1339	vāc	san	vox	lat	cognate
er1340	vāc	san	epos	grc	cognate
er1341	hṛd	san	cor	lat	cognate
er1342	hṛd	san	kardia	grc	cognate
er1343	hṛd	san	heorte	ang	cognate
er1344	pad	san	pes	lat	cognate
er1345	pad	san	pous	grc	cognate
er1346	pad	san	fot	ang	cognate
er1347	śvan	san	canis	lat	cognate
er1348	śvan	san	kyon	grc	cognate
er1349	śvan	san	hund	ang	cognate
er1350	sthā	san	stare	lat	cognate
er1351	sthā	san	histemi	grc	cognate
er1352	sthā	san	standan	ang	cognate
er1353	dharma	san	dharm	hin	derived_from
er1354	karma	san	karm	hin	derived_from
er1355	yoga	san	yog	hin	derived_from
er1356	guru	san	guru	hin	derived_from
er1357	mantra	san	mantra	hin	derived_from
er1358	avatar	san	avatar	hin	derived_from
er1359	nirvana	san	nirvan	hin	derived_from
er1360	tantra	san	tantra	hin	derived_from
er1361	chakra	san	chakr	hin	derived_from
er1362	prana	san	pran	hin	derived_from
er1363	deva	san	dev	hin	derived_from
er1364	raja	san	raja	hin	derived_from
er1365	mata	san	mata	hin	derived_from
er1366	pita	san	pita	hin	derived_from
er1367	putra	san	putr	hin	derived_from
er1368	kanya	san	kanya	hin	derived_from
er1369	grama	san	gaon	hin	derived_from
er1370	nagara	san	nagar	hin	derived_from
er1371	desha	san	desh	hin	derived_from
er1372	vanaspati	san	vanaspati	hin	derived_from
er1373	jala	san	jal	hin	derived_from
er1374	agni	san	agni	hin	derived_from
er1375	vayu	san	vayu	hin	derived_from
er1376	prithvi	san	prithvi	hin	derived_from
er1377	surya	san	suraj	hin	derived_from
er1378	chandra	san	chand	hin	derived_from
er1379	tara	san	tara	hin	derived_from
er1380	megha	san	megh	hin	derived_from
er1381	yoga	san	yoga	eng	borrowed_from
er1382	karma	san	karma	eng	borrowed_from
er1383	dharma	san	dharma	eng	borrowed_from
er1384	guru	san	guru	eng	borrowed_from
er1385	mantra	san	mantra	eng	borrowed_from
er1386	avatar	san	avatar	eng	borrowed_from
er1387	nirvana	san	nirvana	eng	borrowed_from
er1388	tantra	san	tantra	eng	borrowed_from
er1389	chakra	san	chakra	eng	borrowed_from
er1390	mandala	san	mandala	eng	borrowed_from
er1391	sutra	san	sutra	eng	borrowed_from
er1392	pundit	san	pundit	eng	borrowed_from
er1393	thug	san	thug	eng	borrowed_from
er1394	jungle	san	jungle	eng	borrowed_from
er1395	veranda	san	veranda	eng	borrowed_from
er1396	shampoo	san	shampoo	eng	borrowed_from
er1397	pajama	san	pajama	eng	borrowed_from
er1398	bungalow	san	bungalow	eng	borrowed_from
er1399	cheetah	san	cheetah	eng	borrowed_from
er1400	loot	san	loot	eng	borrowed_from
er1401	cot	san	cot	eng	borrowed_from
er1402	cushy	san	cushy	eng	borrowed_from
er1403	津波	jpn	tsunami	eng	borrowed_from
er1404	台風	jpn	typhoon	eng	borrowed_from
er1405	空手	jpn	karate	eng	borrowed_from
er1406	柔道	jpn	judo	eng	borrowed_from
er1407	侍	jpn	samurai	eng	borrowed_from
er1408	忍者	jpn	ninja	eng	borrowed_from
er1409	芸者	jpn	geisha	eng	borrowed_from
er1410	将軍	jpn	shogun	eng	borrowed_from
er1411	大君	jpn	tycoon	eng	borrowed_from
er1412	豆腐	jpn	tofu	eng	borrowed_from
er1413	寿司	jpn	sushi	eng	borrowed_from
er1414	酒	jpn	sake	eng	borrowed_from
er1415	ラーメン	jpn	ramen	eng	borrowed_from
er1416	抹茶	jpn	matcha	eng	borrowed_from
er1417	枝豆	jpn	edamame	eng	borrowed_from
er1418	味噌	jpn	miso	eng	borrowed_from
er1419	醤油	jpn	soy	eng	borrowed_from
er1420	和牛	jpn	wagyu	eng	borrowed_from
er1421	弁当	jpn	bento	eng	borrowed_from
er1422	天ぷら	jpn	tempura	eng	borrowed_from
er1423	折り紙	jpn	origami	eng	borrowed_from
er1424	盆栽	jpn	bonsai	eng	borrowed_from
er1425	俳句	jpn	haiku	eng	borrowed_from
er1426	歌舞伎	jpn	kabuki	eng	borrowed_from
er1427	能	jpn	noh	eng	borrowed_from
er1428	漫画	jpn	manga	eng	borrowed_from
er1429	アニメ	jpn	anime	eng	borrowed_from
er1430	絵文字	jpn	emoji	eng	borrowed_from
er1431	カラオケ	jpn	karaoke	eng	borrowed_from
er1432	禅	jpn	zen	eng	borrowed_from
er1433	布団	jpn	futon	eng	borrowed_from
er1434	着物	jpn	kimono	eng	borrowed_from
er1435	茶	cmn	cha	por	borrowed_from
er1436	茶	cmn	tea	eng	borrowed_from
er1437	茶	cmn	thé	fra	borrowed_from
er1438	茶	cmn	tè	ita	borrowed_from
er1439	茶	cmn	чай	rus	borrowed_from
er1440	茶	cmn	çay	tur	borrowed_from
er1441	丝	cmn	silk	eng	borrowed_from
er1442	丝	cmn	seta	ita	borrowed_from
er1443	丝	cmn	seda	spa	borrowed_from
er1444	功夫	cmn	kung fu	eng	borrowed_from
er1445	太极	cmn	tai chi	eng	borrowed_from
er1446	气功	cmn	qigong	eng	borrowed_from
er1447	风水	cmn	feng shui	eng	borrowed_from
er1448	阴阳	cmn	yin yang	eng	borrowed_from
er1449	道	cmn	tao	eng	borrowed_from
er1450	豆腐	cmn	tofu	eng	borrowed_from
er1451	点心	cmn	dim sum	eng	borrowed_from
er1452	炒面	cmn	chow mein	eng	borrowed_from
er1453	荔枝	cmn	lychee	eng	borrowed_from
er1454	白菜	cmn	bok choy	eng	borrowed_from
er1455	龙眼	cmn	longan	eng	borrowed_from
er1456	台风	cmn	typhoon	eng	borrowed_from
er1457	人参	cmn	ginseng	eng	borrowed_from
er1458	番茄酱	cmn	ketchup	eng	borrowed_from
er1459	김치	kor	kimchi	eng	borrowed_from
er1460	태권도	kor	taekwondo	eng	borrowed_from
er1461	한복	kor	hanbok	eng	borrowed_from
er1462	온돌	kor	ondol	eng	borrowed_from
er1463	소주	kor	soju	eng	borrowed_from
er1464	불고기	kor	bulgogi	eng	borrowed_from
er1465	비빔밥	kor	bibimbap	eng	borrowed_from
er1466	막걸리	kor	makgeolli	eng	borrowed_from
er1467	yoğurt	tur	yogurt	eng	borrowed_from
er1468	kiosk	tur	kiosk	eng	borrowed_from
er1469	divan	tur	divan	eng	borrowed_from
er1470	tulipan	tur	tulip	eng	borrowed_from
er1471	kaviar	tur	caviar	eng	borrowed_from
er1472	kebap	tur	kebab	eng	borrowed_from
er1473	baklava	tur	baklava	eng	borrowed_from
er1474	dolma	tur	dolma	eng	borrowed_from
er1475	pādshāh	pes	pasha	eng	borrowed_from
er1476	bāzār	pes	bazaar	eng	borrowed_from
er1477	kārvān	pes	caravan	eng	borrowed_from
er1478	šāl	pes	shawl	eng	borrowed_from
er1479	nāranj	pes	orange	eng	borrowed_from
er1480	līmū	pes	lemon	eng	borrowed_from
er1481	šeker	pes	sugar	eng	borrowed_from
er1482	paradaiza	pes	paradise	eng	borrowed_from
er1483	šatranj	pes	chess	eng	borrowed_from
er1484	pījāma	pes	pajama	eng	borrowed_from
er1485	khāk	pes	khaki	eng	borrowed_from
er1486	tāzī	pes	tazza	ita	borrowed_from
er1487	bādām	pes	almond	eng	borrowed_from
er1488	julāb	pes	julep	eng	borrowed_from
er1489	lājevard	pes	azure	eng	borrowed_from
er1490	neyšākar	pes	candy	eng	borrowed_from
er1491	rōk	pes	rook	eng	borrowed_from
er1492	tūp	pes	tulip	eng	borrowed_from
er1493	pādshāh	pes	padişah	tur	borrowed_from
er1494	bāzār	pes	pazar	tur	borrowed_from
er1495	kārvān	pes	kervan	tur	borrowed_from
er1496	chocolatl	nci	chocolate	eng	borrowed_from
er1497	tomatl	nci	tomato	eng	borrowed_from
er1498	ahuacatl	nci	avocado	eng	borrowed_from
er1499	coyotl	nci	coyote	eng	borrowed_from
er1500	chipotle	nci	chipotle	eng	borrowed_from
er1501	xocolatl	nci	chocolate	eng	borrowed_from
er1502	cacahuatl	nci	cocoa	eng	borrowed_from
er1503	chilli	nci	chili	eng	borrowed_from
er1504	mesquitl	nci	mesquite	eng	borrowed_from
er1505	ocelotl	nci	ocelot	eng	borrowed_from
er1506	peyotl	nci	peyote	eng	borrowed_from
er1507	axolotl	nci	axolotl	eng	borrowed_from
er1508	chocolatl	nci	chocolate	spa	borrowed_from
er1509	tomatl	nci	tomate	spa	borrowed_from
er1510	ahuacatl	nci	aguacate	spa	borrowed_from
er1511	coyotl	nci	coyote	spa	borrowed_from
er1512	chilli	nci	chile	spa	borrowed_from
er1513	cacahuatl	nci	cacao	spa	borrowed_from
er1514	mesquitl	nci	mezquite	spa	borrowed_from
er1515	ocelotl	nci	ocelote	spa	borrowed_from
er1516	petlatl	nci	petate	spa	borrowed_from
er1517	tamalli	nci	tamal	spa	borrowed_from
er1518	atl	nci	atole	spa	borrowed_from
er1519	elotl	nci	elote	spa	borrowed_from
er1520	aloha	haw	aloha	eng	borrowed_from
er1521	wiki	haw	wiki	eng	borrowed_from
er1522	hula	haw	hula	eng	borrowed_from
er1523	luau	haw	luau	eng	borrowed_from
er1524	ukulele	haw	ukulele	eng	borrowed_from
er1525	taboo	haw	taboo	eng	borrowed_from
er1526	mana	haw	mana	eng	borrowed_from
er1527	tiki	haw	tiki	eng	borrowed_from
er1528	safari	swa	safari	eng	borrowed_from
er1529	bongo	swa	bongo	eng	borrowed_from
er1530	jumbo	swa	jumbo	eng	borrowed_from
er1531	simba	swa	simba	eng	borrowed_from
er1532	hakuna	swa	hakuna matata	eng	borrowed_from
er1533	kwanza	swa	kwanza	eng	borrowed_from
er1534	jambo	swa	jambo	eng	borrowed_from
er1535	okra	yor	okra	eng	borrowed_from
er1536	voodoo	yor	voodoo	eng	borrowed_from
er1537	вода	rus	woda	pol	cognate
er1538	вода	rus	voda	ces	cognate
er1539	woda	pol	voda	ces	cognate
er1540	огонь	rus	ogień	pol	cognate
er1541	огонь	rus	oheň	ces	cognate
er1542	ogień	pol	oheň	ces	cognate
er1543	земля	rus	ziemia	pol	cognate
er1544	земля	rus	země	ces	cognate
er1545	ziemia	pol	země	ces	cognate
er1546	небо	rus	niebo	pol	cognate
er1547	небо	rus	nebe	ces	cognate
er1548	niebo	pol	nebe	ces	cognate
er1549	солнце	rus	słońce	pol	cognate
er1550	солнце	rus	slunce	ces	cognate
er1551	słońce	pol	slunce	ces	cognate
er1552	луна	rus	luna	pol	cognate
er1553	луна	rus	luna	ces	cognate
er1554	luna	pol	luna	ces	cognate
er1555	звезда	rus	gwiazda	pol	cognate
er1556	звезда	rus	hvězda	ces	cognate
er1557	gwiazda	pol	hvězda	ces	cognate
er1558	ночь	rus	noc	pol	cognate
er1559	ночь	rus	noc	ces	cognate
er1560	noc	pol	noc	ces	cognate
er1561	день	rus	dzień	pol	cognate
er1562	день	rus	den	ces	cognate
er1563	dzień	pol	den	ces	cognate
er1564	год	rus	rok	pol	cognate
er1565	год	rus	rok	ces	cognate
er1566	rok	pol	rok	ces	cognate
er1567	мать	rus	matka	pol	cognate
er1568	мать	rus	matka	ces	cognate
er1569	matka	pol	matka	ces	cognate
er1570	отец	rus	ojciec	pol	cognate
er1571	отец	rus	otec	ces	cognate
er1572	ojciec	pol	otec	ces	cognate
er1573	брат	rus	brat	pol	cognate
er1574	брат	rus	bratr	ces	cognate
er1575	brat	pol	bratr	ces	cognate
er1576	сестра	rus	siostra	pol	cognate
er1577	сестра	rus	sestra	ces	cognate
er1578	siostra	pol	sestra	ces	cognate
er1579	сын	rus	syn	pol	cognate
er1580	сын	rus	syn	ces	cognate
er1581	syn	pol	syn	ces	cognate
er1582	дочь	rus	córka	pol	cognate
er1583	дочь	rus	dcera	ces	cognate
er1584	córka	pol	dcera	ces	cognate
er1585	голова	rus	głowa	pol	cognate
er1586	голова	rus	hlava	ces	cognate
er1587	głowa	pol	hlava	ces	cognate
er1588	рука	rus	ręka	pol	cognate
er1589	рука	rus	ruka	ces	cognate
er1590	ręka	pol	ruka	ces	cognate
er1591	нога	rus	noga	pol	cognate
er1592	нога	rus	noha	ces	cognate
er1593	noga	pol	noha	ces	cognate
er1594	сердце	rus	serce	pol	cognate
er1595	сердце	rus	srdce	ces	cognate
er1596	serce	pol	srdce	ces	cognate
er1597	кровь	rus	krew	pol	cognate
er1598	кровь	rus	krev	ces	cognate
er1599	krew	pol	krev	ces	cognate
er1600	кость	rus	kość	pol	cognate
er1601	кость	rus	kost	ces	cognate
er1602	kość	pol	kost	ces	cognate
er1603	глаз	rus	oko	pol	cognate
er1604	глаз	rus	oko	ces	cognate
er1605	oko	pol	oko	ces	cognate
er1606	ухо	rus	ucho	pol	cognate
er1607	ухо	rus	ucho	ces	cognate
er1608	ucho	pol	ucho	ces	cognate
er1609	нос	rus	nos	pol	cognate
er1610	нос	rus	nos	ces	cognate
er1611	nos	pol	nos	ces	cognate
er1612	рот	rus	usta	pol	cognate
er1613	рот	rus	ústa	ces	cognate
er1614	usta	pol	ústa	ces	cognate
er1615	зуб	rus	ząb	pol	cognate
er1616	зуб	rus	zub	ces	cognate
er1617	ząb	pol	zub	ces	cognate
er1618	язык	rus	język	pol	cognate
er1619	язык	rus	jazyk	ces	cognate
er1620	język	pol	jazyk	ces	cognate
er1621	волос	rus	włos	pol	cognate
er1622	волос	rus	vlas	ces	cognate
er1623	włos	pol	vlas	ces	cognate
er1624	молоко	rus	mleko	pol	cognate
er1625	молоко	rus	mléko	ces	cognate
er1626	mleko	pol	mléko	ces	cognate
er1627	хлеб	rus	chleb	pol	cognate
er1628	хлеб	rus	chléb	ces	cognate
er1629	chleb	pol	chléb	ces	cognate
er1630	мясо	rus	mięso	pol	cognate
er1631	мясо	rus	maso	ces	cognate
er1632	mięso	pol	maso	ces	cognate
er1633	рыба	rus	ryba	pol	cognate
er1634	рыба	rus	ryba	ces	cognate
er1635	ryba	pol	ryba	ces	cognate
er1636	дом	rus	dom	pol	cognate
er1637	дом	rus	dům	ces	cognate
er1638	dom	pol	dům	ces	cognate
er1639	город	rus	gród	pol	cognate
er1640	город	rus	hrad	ces	cognate
er1641	gród	pol	hrad	ces	cognate
er1642	поле	rus	pole	pol	cognate
er1643	поле	rus	pole	ces	cognate
er1644	pole	pol	pole	ces	cognate
er1645	лес	rus	las	pol	cognate
er1646	лес	rus	les	ces	cognate
er1647	las	pol	les	ces	cognate
er1648	река	rus	rzeka	pol	cognate
er1649	река	rus	řeka	ces	cognate
er1650	rzeka	pol	řeka	ces	cognate
er1651	гора	rus	góra	pol	cognate
er1652	гора	rus	hora	ces	cognate
er1653	góra	pol	hora	ces	cognate
er1654	дорога	rus	droga	pol	cognate
er1655	дорога	rus	dráha	ces	cognate
er1656	droga	pol	dráha	ces	cognate
er1657	конь	rus	koń	pol	cognate
er1658	конь	rus	kůň	ces	cognate
er1659	koń	pol	kůň	ces	cognate
er1660	корова	rus	krowa	pol	cognate
er1661	корова	rus	kráva	ces	cognate
er1662	krowa	pol	kráva	ces	cognate
er1663	собака	rus	pies	pol	cognate
er1664	собака	rus	pes	ces	cognate
er1665	pies	pol	pes	ces	cognate
er1666	волк	rus	wilk	pol	cognate
er1667	волк	rus	vlk	ces	cognate
er1668	wilk	pol	vlk	ces	cognate
er1669	медведь	rus	niedźwiedź	pol	cognate
er1670	медведь	rus	medvěd	ces	cognate
er1671	niedźwiedź	pol	medvěd	ces	cognate
er1672	птица	rus	ptak	pol	cognate
er1673	птица	rus	pták	ces	cognate
er1674	ptak	pol	pták	ces	cognate
er1675	новый	rus	nowy	pol	cognate
er1676	новый	rus	nový	ces	cognate
er1677	nowy	pol	nový	ces	cognate
er1678	старый	rus	stary	pol	cognate
er1679	старый	rus	starý	ces	cognate
er1680	stary	pol	starý	ces	cognate
er1681	большой	rus	duży	pol	cognate
er1682	большой	rus	velký	ces	cognate
er1683	duży	pol	velký	ces	cognate
er1684	малый	rus	mały	pol	cognate
er1685	малый	rus	malý	ces	cognate
er1686	mały	pol	malý	ces	cognate
er1687	добрый	rus	dobry	pol	cognate
er1688	добрый	rus	dobrý	ces	cognate
er1689	dobry	pol	dobrý	ces	cognate
er1690	злой	rus	zły	pol	cognate
er1691	злой	rus	zlý	ces	cognate
er1692	zły	pol	zlý	ces	cognate
er1693	белый	rus	biały	pol	cognate
er1694	белый	rus	bílý	ces	cognate
er1695	biały	pol	bílý	ces	cognate
er1696	черный	rus	czarny	pol	cognate
er1697	черный	rus	černý	ces	cognate
er1698	czarny	pol	černý	ces	cognate
er1699	красный	rus	czerwony	pol	cognate
er1700	красный	rus	červený	ces	cognate
er1701	czerwony	pol	červený	ces	cognate
er1702	зеленый	rus	zielony	pol	cognate
er1703	зеленый	rus	zelený	ces	cognate
er1704	zielony	pol	zelený	ces	cognate
er1705	house	eng	huis	nld	cognate
er1706	house	eng	hus	swe	cognate
er1707	house	eng	hus	nor	cognate
er1708	house	eng	hus	dan	cognate
er1709	huis	nld	hus	swe	cognate
er1710	water	eng	water	nld	cognate
er1711	water	eng	vatten	swe	cognate
er1712	water	eng	vann	nor	cognate
er1713	water	eng	vand	dan	cognate
er1714	water	nld	vatten	swe	cognate
er1715	fire	eng	vuur	nld	cognate
er1716	fire	eng	eld	swe	cognate
er1717	fire	eng	ild	nor	cognate
er1718	fire	eng	ild	dan	cognate
er1719	vuur	nld	eld	swe	cognate
er1720	stone	eng	steen	nld	cognate
er1721	stone	eng	sten	swe	cognate
er1722	stone	eng	stein	nor	cognate
er1723	stone	eng	sten	dan	cognate
er1724	steen	nld	sten	swe	cognate
er1725	fish	eng	vis	nld	cognate
er1726	fish	eng	fisk	swe	cognate
er1727	fish	eng	fisk	nor	cognate
er1728	fish	eng	fisk	dan	cognate
er1729	vis	nld	fisk	swe	cognate
er1730	king	eng	koning	nld	cognate
er1731	king	eng	konung	swe	cognate
er1732	king	eng	konge	nor	cognate
er1733	king	eng	konge	dan	cognate
er1734	koning	nld	konung	swe	cognate
er1735	land	eng	land	nld	cognate
er1736	land	eng	land	swe	cognate
er1737	land	eng	land	nor	cognate
er1738	land	eng	land	dan	cognate
er1739	land	nld	land	swe	cognate
er1740	hand	eng	hand	nld	cognate
er1741	hand	eng	hand	swe	cognate
er1742	hand	eng	hånd	nor	cognate
er1743	hand	eng	hånd	dan	cognate
er1744	hand	nld	hand	swe	cognate
er1745	night	eng	nacht	nld	cognate
er1746	night	eng	natt	swe	cognate
er1747	night	eng	natt	nor	cognate
er1748	night	eng	nat	dan	cognate
er1749	nacht	nld	natt	swe	cognate
er1750	day	eng	dag	nld	cognate
er1751	day	eng	dag	swe	cognate
er1752	day	eng	dag	nor	cognate
er1753	day	eng	dag	dan	cognate
er1754	dag	nld	dag	swe	cognate
er1755	sun	eng	zon	nld	cognate
er1756	sun	eng	sol	swe	cognate
er1757	sun	eng	sol	nor	cognate
er1758	sun	eng	sol	dan	cognate
er1759	zon	nld	sol	swe	cognate
er1760	moon	eng	maan	nld	cognate
er1761	moon	eng	måne	swe	cognate
er1762	moon	eng	måne	nor	cognate
er1763	moon	eng	måne	dan	cognate
er1764	maan	nld	måne	swe	cognate
er1765	star	eng	ster	nld	cognate
er1766	star	eng	stjärna	swe	cognate
er1767	star	eng	stjerne	nor	cognate
er1768	star	eng	stjerne	dan	cognate
er1769	ster	nld	stjärna	swe	cognate
er1770	year	eng	jaar	nld	cognate
er1771	year	eng	år	swe	cognate
er1772	year	eng	år	nor	cognate
er1773	year	eng	år	dan	cognate
er1774	jaar	nld	år	swe	cognate
er1775	mother	eng	moeder	nld	cognate
er1776	mother	eng	moder	swe	cognate
er1777	mother	eng	mor	nor	cognate
er1778	mother	eng	mor	dan	cognate
er1779	moeder	nld	moder	swe	cognate
er1780	father	eng	vader	nld	cognate
er1781	father	eng	fader	swe	cognate
er1782	father	eng	far	nor	cognate
er1783	father	eng	far	dan	cognate
er1784	vader	nld	fader	swe	cognate
er1785	brother	eng	broeder	nld	cognate
er1786	brother	eng	broder	swe	cognate
er1787	brother	eng	bror	nor	cognate
er1788	brother	eng	bror	dan	cognate
er1789	broeder	nld	broder	swe	cognate
er1790	sister	eng	zuster	nld	cognate
er1791	sister	eng	syster	swe	cognate
er1792	sister	eng	søster	nor	cognate
er1793	sister	eng	søster	dan	cognate
er1794	zuster	nld	syster	swe	cognate
er1795	son	eng	zoon	nld	cognate
er1796	son	eng	son	swe	cognate
er1797	son	eng	sønn	nor	cognate
er1798	son	eng	søn	dan	cognate
er1799	zoon	nld	son	swe	cognate
er1800	daughter	eng	dochter	nld	cognate
er1801	daughter	eng	dotter	swe	cognate
er1802	daughter	eng	datter	nor	cognate
er1803	daughter	eng	datter	dan	cognate
er1804	dochter	nld	dotter	swe	cognate
er1805	man	eng	man	nld	cognate
er1806	man	eng	man	swe	cognate
er1807	man	eng	mann	nor	cognate
er1808	man	eng	mand	dan	cognate
er1809	man	nld	man	swe	cognate
er1810	woman	eng	vrouw	nld	cognate
er1811	woman	eng	kvinna	swe	cognate
er1812	woman	eng	kvinne	nor	cognate
er1813	woman	eng	kvinde	dan	cognate
er1814	vrouw	nld	kvinna	swe	cognate
er1815	child	eng	kind	nld	cognate
er1816	child	eng	barn	swe	cognate
er1817	child	eng	barn	nor	cognate
er1818	child	eng	barn	dan	cognate
er1819	kind	nld	barn	swe	cognate
er1820	eye	eng	oog	nld	cognate
er1821	eye	eng	öga	swe	cognate
er1822	eye	eng	øye	nor	cognate
er1823	eye	eng	øje	dan	cognate
er1824	oog	nld	öga	swe	cognate
er1825	ear	eng	oor	nld	cognate
er1826	ear	eng	öra	swe	cognate
er1827	ear	eng	øre	nor	cognate
er1828	ear	eng	øre	dan	cognate
er1829	oor	nld	öra	swe	cognate
er1830	heart	eng	hart	nld	cognate
er1831	heart	eng	hjärta	swe	cognate
er1832	heart	eng	hjerte	nor	cognate
er1833	heart	eng	hjerte	dan	cognate
er1834	hart	nld	hjärta	swe	cognate
er1835	blood	eng	bloed	nld	cognate
er1836	blood	eng	blod	swe	cognate
er1837	blood	eng	blod	nor	cognate
er1838	blood	eng	blod	dan	cognate
er1839	bloed	nld	blod	swe	cognate
er1840	bone	eng	been	nld	cognate
er1841	bone	eng	ben	swe	cognate
er1842	bone	eng	bein	nor	cognate
er1843	bone	eng	ben	dan	cognate
er1844	been	nld	ben	swe	cognate
er1845	head	eng	hoofd	nld	cognate
er1846	head	eng	huvud	swe	cognate
er1847	head	eng	hode	nor	cognate
er1848	head	eng	hoved	dan	cognate
er1849	hoofd	nld	huvud	swe	cognate
er1850	foot	eng	voet	nld	cognate
er1851	foot	eng	fot	swe	cognate
er1852	foot	eng	fot	nor	cognate
er1853	foot	eng	fod	dan	cognate
er1854	voet	nld	fot	swe	cognate
er1855	tooth	eng	tand	nld	cognate
er1856	tooth	eng	tand	swe	cognate
er1857	tooth	eng	tann	nor	cognate
er1858	tooth	eng	tand	dan	cognate
er1859	tand	nld	tand	swe	cognate
er1860	tongue	eng	tong	nld	cognate
er1861	tongue	eng	tunga	swe	cognate
er1862	tongue	eng	tunge	nor	cognate
er1863	tongue	eng	tunge	dan	cognate
er1864	tong	nld	tunga	swe	cognate
er1865	green	eng	groen	nld	cognate
er1866	green	eng	grön	swe	cognate
er1867	green	eng	grønn	nor	cognate
er1868	green	eng	grøn	dan	cognate
er1869	groen	nld	grön	swe	cognate
er1870	brown	eng	bruin	nld	cognate
er1871	brown	eng	brun	swe	cognate
er1872	brown	eng	brun	nor	cognate
er1873	brown	eng	brun	dan	cognate
er1874	bruin	nld	brun	swe	cognate
er1875	gold	eng	goud	nld	cognate
er1876	gold	eng	guld	swe	cognate
er1877	gold	eng	gull	nor	cognate
er1878	gold	eng	guld	dan	cognate
er1879	goud	nld	guld	swe	cognate
er1880	silver	eng	zilver	nld	cognate
er1881	silver	eng	silver	swe	cognate
er1882	silver	eng	sølv	nor	cognate
er1883	silver	eng	sølv	dan	cognate
er1884	zilver	nld	silver	swe	cognate
er1885	iron	eng	ijzer	nld	cognate
er1886	iron	eng	järn	swe	cognate
er1887	iron	eng	jern	nor	cognate
er1888	iron	eng	jern	dan	cognate
er1889	ijzer	nld	järn	swe	cognate
er1890	bread	eng	brood	nld	cognate
er1891	bread	eng	bröd	swe	cognate
er1892	bread	eng	brød	nor	cognate
er1893	bread	eng	brød	dan	cognate
er1894	brood	nld	bröd	swe	cognate
er1895	milk	eng	melk	nld	cognate
er1896	milk	eng	mjölk	swe	cognate
er1897	milk	eng	melk	nor	cognate
er1898	milk	eng	mælk	dan	cognate
er1899	melk	nld	mjölk	swe	cognate
er1900	apple	eng	appel	nld	cognate
er1901	apple	eng	äpple	swe	cognate
er1902	apple	eng	eple	nor	cognate
er1903	apple	eng	æble	dan	cognate
er1904	appel	nld	äpple	swe	cognate
er1905	tree	eng	boom	nld	cognate
er1906	tree	eng	träd	swe	cognate
er1907	tree	eng	tre	nor	cognate
er1908	tree	eng	træ	dan	cognate
er1909	boom	nld	träd	swe	cognate
er1910	grass	eng	gras	nld	cognate
er1911	grass	eng	gräs	swe	cognate
er1912	grass	eng	gress	nor	cognate
er1913	grass	eng	græs	dan	cognate
er1914	gras	nld	gräs	swe	cognate
er1915	field	eng	veld	nld	cognate
er1916	field	eng	fält	swe	cognate
er1917	field	eng	felt	nor	cognate
er1918	field	eng	felt	dan	cognate
er1919	veld	nld	fält	swe	cognate
er1920	bridge	eng	brug	nld	cognate
er1921	bridge	eng	bro	swe	cognate
er1922	bridge	eng	bro	nor	cognate
er1923	bridge	eng	bro	dan	cognate
er1924	brug	nld	bro	swe	cognate
er1925	ship	eng	schip	nld	cognate
er1926	ship	eng	skepp	swe	cognate
er1927	ship	eng	skip	nor	cognate
er1928	ship	eng	skib	dan	cognate
er1929	schip	nld	skepp	swe	cognate
er1930	book	eng	boek	nld	cognate
er1931	book	eng	bok	swe	cognate
er1932	book	eng	bok	nor	cognate
er1933	book	eng	bog	dan	cognate
